종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"222810","마이더스AI","KOSDAQ","관리종목(소속부없음)","505","0","0.00","506","507","477","734319","367745407","62498823230","123760046"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","25700","350","1.38","25400","25850","24400","189492","4753439700","186623120000","7261600"
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","6470","30","0.47","6580","6580","6390","56474","365316930","53783596020","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","8980","0","0.00","8950","9060","8860","69678","624662320","97162396680","10819866"
"038290","마크로젠","KOSDAQ","우량기업부","32650","-100","-0.31","32750","32950","32450","40632","1326931950","348493105300","10673602"
"204320","만도","KOSPI",,"66600","200","0.30","66700","68000","65800","585359","39131724500","3127344192000","46957120"
"001080","만호제강","KOSPI",,"22800","50","0.22","22750","23000","22650","5698","129791350","94620000000","4150000"
"220630","맘스터치","KOSDAQ","우량기업부","4010","5","0.12","4035","4040","3965","163620","654872480","408288299310","101817531"
"267980","매일유업","KOSDAQ","우량기업부","80400","1400","1.77","82500","83400","79000","211994","17249576000","630628495200","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","11550","250","2.21","12000","12000","11450","101493","1190943650","158446411200","13718304"
"127160","매직마이크로","KOSDAQ","관리종목(소속부없음)","282","0","0.00","0","0","0","0","0","24427827282","86623501"
"093520","매커스","KOSDAQ","중견기업부","6760","-130","-1.89","6890","6900","6670","150707","1021370800","109262501920","16163092"
"141070","맥스로텍","KOSDAQ","투자주의환기종목(소속부없음)","743","0","0.00","0","0","0","0","0","26670245050","35895350"
"088980","맥쿼리인프라","KOSPI",,"12600","100","0.80","12500","12650","12500","1490290","18756068900","4689625311000","372192485"
"094800","맵스리얼티1","KOSPI",,"5080","70","1.40","5010","5090","5010","189196","958246950","471598401480","92834331"
"100590","머큐리","KOSDAQ","우량기업부","9720","-30","-0.31","9850","9880","9660","106534","1038871360","143502192000","14763600"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","38250","-600","-1.54","38850","38850","37900","36182","1387381550","226699296750","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","14900","50","0.34","14850","15300","14750","206316","3102500500","177622289100","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","65300","200","0.31","65000","65800","63900","61470","3969471200","773503314000","11845380"
"133750","메가엠디","KOSDAQ","중견기업부","5980","330","5.84","5650","5980","5600","1147964","6650425850","139974320460","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","78500","-800","-1.01","79800","80000","77700","90425","7097658000","1607903097000","20482842"
"200580","메디쎄이","KONEX","일반기업부","10550","350","3.43","10500","10600","10150","6734","70289600","39310133450","3726079"
"041920","메디아나","KOSDAQ","우량기업부","14700","0","0.00","14600","14850","14600","28234","415773150","127162291200","8650496"
"233250","메디안디노스틱","KONEX","일반기업부","39800","1000","2.58","39800","39800","39800","1","39800","69512053200","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","6200","0","0.00","0","0","0","0","0","73160000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","8580","280","3.37","8600","8870","8300","349","2905200","20638168980","2405381"
"054180","메디콕스","KOSDAQ","중견기업부","1375","-10","-0.72","1385","1425","1355","2617832","3633027830","89732879500","65260276"
"086900","메디톡스","KOSDAQ","우량기업부","170900","1100","0.65","171200","171200","168500","24203","4111974700","1068874225600","6254384"
"078160","메디포스트","KOSDAQ","벤처기업부","32050","-250","-0.77","32050","32500","31850","73580","2357886100","521267417700","16264194"
"065650","메디프론","KOSDAQ","중견기업부","3780","-90","-2.33","3810","3825","3755","1245673","4719438885","163198045080","43174086"
"138040","메리츠금융지주","KOSPI",,"19200","500","2.67","18750","19450","18500","248495","4757622850","2573016844800","134011294"
"008560","메리츠증권","KOSPI",,"4580","90","2.00","4490","4590","4475","2503930","11408133205","3122326051820","681730579"
"000060","메리츠화재","KOSPI",,"18100","250","1.40","17850","18250","17850","249765","4526249750","2183312500000","120625000"
"021880","메이슨캐피탈","KOSDAQ","관리종목(소속부없음)","681","14","2.10","702","710","673","1123038","771800712","102956581848","151184408"
"140410","메지온","KOSDAQ","중견기업부","138700","-3800","-2.67","141500","142300","138000","90271","12557616400","1233418322200","8892706"
"241770","메카로","KOSDAQ","투자주의환기종목(소속부없음)","11300","0","0.00","11300","11450","11100","11325","127350800","114657032000","10146640"
"090370","메타랩스","KOSPI",,"1185","0","0.00","1195","1215","1155","1219898","1444102620","76558485645","64606317"
"059210","메타바이오메드","KOSDAQ","벤처기업부","3065","-20","-0.65","3085","3085","3010","266848","811330285","73138105815","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","16050","650","4.22","15300","16100","15200","140082","2197855800","257611006500","16050530"
"096640","멜파스","KOSDAQ","중견기업부","1960","45","2.35","1915","1970","1900","392481","756731895","67197929680","34284658"
"017180","명문제약","KOSPI",,"5620","20","0.36","5610","5660","5540","185653","1039897470","190818411480","33953454"
"257370","명성티엔에스","KOSDAQ","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","59319850890","6440809"
"009900","명신산업","KOSPI",,"26100","0","0.00","26150","26500","26000","208303","5462084550","1064335032000","40779120"
"267060","명진홀딩스","KONEX","일반기업부","1455","-195","-11.82","1700","1700","1440","843","1246865","12821982345","8812359"
"012690","모나리자","KOSPI",,"5250","140","2.74","5280","5290","5160","549103","2872848520","191999088750","36571255"
"005360","모나미","KOSPI",,"5910","260","4.60","5700","6120","5570","7609799","45091108840","111683084370","18897307"
"080420","모다이노칩","KOSDAQ","우량기업부","3950","90","2.33","3880","4010","3835","237426","932412500","314900406900","79721622"
"080160","모두투어","KOSDAQ","중견기업부","29200","250","0.86","29350","30650","28050","978304","28219261650","551880000000","18900000"
"204210","모두투어리츠","KOSPI",,"4340","90","2.12","4350","4385","4225","52244","226634545","33968377100","7826815"
"100030","모바일리더","KOSDAQ","중견기업부","20600","300","1.48","20300","20800","20200","19451","398904100","67644508400","3283714"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","4290","-5","-0.12","4310","4320","4245","142483","608681775","139263893340","32462446"
"101330","모베이스","KOSDAQ","중견기업부","5950","160","2.76","5800","6030","5720","1370688","8112943890","142551218600","23958188"
"012860","모베이스전자","KOSDAQ","중견기업부","2795","80","2.95","2725","2845","2680","1714668","4789131325","159185200200","56953560"
"348030","모비릭스","KOSDAQ","중견기업부","20650","50","0.24","20450","20650","20400","27244","559386400","192127600000","9304000"
"250060","모비스","KOSDAQ","기술성장기업부","3370","120","3.69","3270","3420","3240","2219763","7428600600","108417328180","32171314"
"033200","모아텍","KOSDAQ","중견기업부","8830","220","2.56","8610","8990","8560","38642","339957600","126544363550","14331185"
"009680","모토닉","KOSPI",,"12550","-50","-0.40","12700","12800","12550","47384","598865150","414150000000","33000000"
"118990","모트렉스","KOSDAQ","중견기업부","5750","0","0.00","5700","5780","5680","207827","1192198700","224255974250","39001039"
"006920","모헨즈","KOSDAQ","중견기업부","6200","160","2.65","6050","6210","5950","186395","1146411850","67704000000","10920000"
"009580","무림P&P","KOSPI",,"5280","10","0.19","5270","5360","5200","298304","1573780330","329304750720","62368324"
"001810","무림SP","KOSDAQ","우량기업부","3445","-30","-0.86","3450","3470","3400","115483","395980295","76263687500","22137500"
"009200","무림페이퍼","KOSPI",,"2960","20","0.68","2975","2985","2910","122278","360342245","123163557600","41609310"
"322970","무진메디","KONEX","일반기업부","5080","0","0.00","5340","5340","4870","11846","59054310","34256360240","6743378"
